date;US0003M Index;GB3 Govt;ted
2000-01-03;6,00125;5,411;0,59025
2000-01-04;6,04250;5,447;0,59550
2000-01-05;6,03000;5,425;0,60500
2000-01-06;6,03000;5,383;0,64700
2000-01-07;6,03000;5,380;0,65000
2000-01-10;6,02625;5,390;0,63625
2000-01-11;6,03000;5,426;0,60400
2000-01-12;6,03938;5,446;0,59338
2000-01-13;6,04000;5,403;0,63700
2000-01-14;6,04000;5,400;0,64000
2000-01-17;6,03625;5,399;0,63725
2000-01-18;6,03500;5,378;0,65700
2000-01-19;6,03750;5,326;0,71150
2000-01-20;6,04000;5,456;0,58400
2000-01-21;6,04000;5,464;0,57600
2000-01-24;6,04000;5,452;0,58800
2000-01-25;6,04000;5,562;0,47800
2000-01-26;6,04000;5,561;0,47900
2000-01-27;6,04000;5,602;0,43800
2000-01-28;6,04875;5,620;0,42875
2000-01-31;6,07750;5,692;0,38550
2000-02-01;6,09125;5,708;0,38325
2000-02-02;6,10000;5,645;0,45500
2000-02-03;6,09750;5,612;0,48550
2000-02-04;6,09000;5,662;0,42800
2000-02-07;6,10000;5,619;0,48100
2000-02-08;6,10000;5,677;0,42300
2000-02-09;6,10000;5,634;0,46600
2000-02-10;6,09875;5,654;0,44475
2000-02-11;6,09625;5,631;0,46525
2000-02-14;6,09000;5,619;0,47100
2000-02-15;6,09000;5,740;0,35000
2000-02-16;6,09000;5,728;0,36200
2000-02-17;6,09000;5,738;0,35200
2000-02-18;6,11000;5,745;0,36500
2000-02-21;6,11000;5,765;0,34500
2000-02-22;6,11000;5,764;0,34600
2000-02-23;6,11000;5,822;0,28800
2000-02-24;6,11000;5,801;0,30900
2000-02-25;6,10125;5,766;0,33525
2000-02-28;6,10125;5,828;0,27325
2000-02-29;6,10875;5,781;0,32775
2000-03-01;6,11000;5,770;0,34000
2000-03-02;6,11875;5,759;0,35975
2000-03-03;6,12000;5,819;0,30100
2000-03-06;6,12000;5,818;0,30200
2000-03-07;6,12688;5,834;0,29288
2000-03-08;6,13000;5,822;0,30800
2000-03-09;6,14000;5,832;0,30800
2000-03-10;6,14375;5,892;0,25175
2000-03-13;6,15000;5,870;0,28000
2000-03-14;6,16000;5,886;0,27400
2000-03-15;6,17250;5,864;0,30850
2000-03-16;6,19125;5,863;0,32825
2000-03-17;6,21000;5,871;0,33900
2000-03-20;6,22875;5,901;0,32775
2000-03-21;6,24125;5,918;0,32325
2000-03-22;6,24625;5,917;0,32925
2000-03-23;6,24750;5,884;0,36350
2000-03-24;6,25500;5,902;0,35300
2000-03-27;6,28000;5,849;0,43100
2000-03-28;6,28000;5,886;0,39400
2000-03-29;6,28000;5,885;0,39500
2000-03-30;6,29000;5,884;0,40600
2000-03-31;6,29000;5,871;0,41900
2000-04-03;6,29000;5,849;0,44100
2000-04-04;6,29000;5,876;0,41400
2000-04-05;6,27125;5,875;0,39625
2000-04-06;6,27125;5,905;0,36625
2000-04-07;6,28000;5,892;0,38800
2000-04-10;6,28000;5,849;0,43100
2000-04-11;6,28000;5,844;0,43600
2000-04-12;6,28375;5,822;0,46175
2000-04-13;6,28125;5,821;0,46025
2000-04-14;6,28125;5,777;0,50425
2000-04-17;6,28250;5,807;0,47550
2000-04-18;6,29250;5,813;0,47950
2000-04-19;6,31000;5,812;0,49800
2000-04-20;6,31813;5,798;0,52013
2000-04-21;6,31813;5,797;0,52113
2000-04-24;6,31813;5,765;0,55313
2000-04-25;6,33375;5,813;0,52075
2000-04-26;6,37500;5,749;0,62600
2000-04-27;6,39125;5,748;0,64325
2000-04-28;6,50250;5,829;0,67350
2000-05-01;6,50250;5,839;0,66350
2000-05-02;6,56875;5,918;0,65075
2000-05-03;6,60000;5,927;0,67300
2000-05-04;6,65250;5,916;0,73650
2000-05-05;6,67000;5,965;0,70500
2000-05-08;6,70000;6,048;0,65200
2000-05-09;6,71875;6,138;0,58075
2000-05-10;6,72000;6,168;0,55200
2000-05-11;6,72000;6,020;0,70000
2000-05-12;6,73375;6,132;0,60175
2000-05-15;6,76000;6,079;0,68100
2000-05-16;6,76125;6,211;0,55025
2000-05-17;6,80875;6,053;0,75575
2000-05-18;6,81875;5,895;0,92375
2000-05-19;6,82000;5,871;0,94900
2000-05-22;6,82000;5,870;0,95000
2000-05-23;6,82000;5,938;0,88200
2000-05-24;6,82000;5,906;0,91400
2000-05-25;6,82750;5,853;0,97450
2000-05-26;6,82625;5,828;0,99825
2000-05-29;6,82625;5,806;1,02025
2000-05-30;6,84000;5,764;1,07600
2000-05-31;6,86250;5,619;1,24350
2000-06-01;6,86875;5,701;1,16775
2000-06-02;6,85125;5,865;0,98625
2000-06-05;6,79250;5,875;0,91750
2000-06-06;6,79000;5,985;0,80500
2000-06-07;6,79750;5,890;0,90750
2000-06-08;6,80000;5,899;0,90100
2000-06-09;6,81000;5,907;0,90300
2000-06-12;6,81000;5,844;0,96600
2000-06-13;6,81000;5,907;0,90300
2000-06-14;6,79250;5,812;0,98050
2000-06-15;6,77750;5,853;0,92450
2000-06-16;6,77500;5,829;0,94600
2000-06-19;6,76188;5,786;0,97588
2000-06-20;6,76125;5,797;0,96425
2000-06-21;6,76500;5,796;0,96900
2000-06-22;6,77250;5,826;0,94650
2000-06-23;6,77000;5,844;0,92600
2000-06-26;6,77438;5,802;0,97238
2000-06-27;6,77500;5,807;0,96800
2000-06-28;6,78000;5,796;0,98400
2000-06-29;6,77875;5,826;0,95275
2000-06-30;6,76938;5,855;0,91438
2000-07-03;6,77000;5,895;0,87500
2000-07-04;6,75000;5,895;0,85500
2000-07-05;6,74500;5,983;0,76200
2000-07-06;6,74000;6,014;0,72600
2000-07-07;6,74375;6,032;0,71175
2000-07-10;6,73000;6,052;0,67800
2000-07-11;6,73125;6,127;0,60425
2000-07-12;6,73125;6,178;0,55325
2000-07-13;6,73375;6,177;0,55675
2000-07-14;6,73000;6,174;0,55600
2000-07-17;6,74000;6,142;0,59800
2000-07-18;6,74000;6,152;0,58800
2000-07-19;6,74000;6,182;0,55800
2000-07-20;6,74000;6,171;0,56900
2000-07-21;6,71750;6,116;0,60150
2000-07-24;6,71375;6,146;0,56775
2000-07-25;6,71500;6,184;0,53100
2000-07-26;6,71250;6,172;0,54050
2000-07-27;6,71250;6,202;0,51050
2000-07-28;6,71125;6,189;0,52225
2000-07-31;6,72188;6,219;0,50288
2000-08-01;6,72000;6,236;0,48400
2000-08-02;6,72000;6,245;0,47500
2000-08-03;6,71375;6,223;0,49075
2000-08-04;6,71000;6,220;0,49000
2000-08-07;6,69125;6,240;0,45125
2000-08-08;6,69000;6,263;0,42700
2000-08-09;6,68813;6,252;0,43613
2000-08-10;6,68125;6,261;0,42025
2000-08-11;6,68000;6,300;0,38000
2000-08-14;6,68750;6,278;0,40950
2000-08-15;6,69000;6,257;0,43300
2000-08-16;6,69000;6,256;0,43400
2000-08-17;6,69000;6,255;0,43500
2000-08-18;6,69000;6,262;0,42800
2000-08-21;6,69000;6,261;0,42900
2000-08-22;6,69000;6,279;0,41100
2000-08-23;6,69000;6,288;0,40200
2000-08-24;6,68000;6,287;0,39300
2000-08-25;6,68000;6,294;0,38600
2000-08-28;6,68000;6,324;0,35600
2000-08-29;6,68000;6,309;0,37100
2000-08-30;6,68000;6,318;0,36200
2000-08-31;6,68000;6,307;0,37300
2000-09-01;6,67250;6,261;0,41150
2000-09-04;6,65375;6,263;0,39075
2000-09-05;6,65313;6,238;0,41513
2000-09-06;6,65438;6,220;0,43438
2000-09-07;6,66000;6,198;0,46200
2000-09-08;6,66000;6,153;0,50700
2000-09-11;6,66000;6,163;0,49700
2000-09-12;6,66000;6,100;0,56000
2000-09-13;6,66000;6,099;0,56100
2000-09-14;6,66000;6,140;0,52000
2000-09-15;6,66000;6,137;0,52300
2000-09-18;6,66000;6,135;0,52500
2000-09-19;6,65875;6,152;0,50675
2000-09-20;6,66000;6,151;0,50900
2000-09-21;6,66000;6,150;0,51000
2000-09-22;6,66000;6,157;0,50300
2000-09-25;6,66000;6,135;0,52500
2000-09-26;6,66000;6,173;0,48700
2000-09-27;6,66000;6,193;0,46700
2000-09-28;6,81500;6,234;0,58100
2000-09-29;6,81125;6,210;0,60125
2000-10-02;6,80438;6,209;0,59538
2000-10-03;6,80250;6,253;0,54950
2000-10-04;6,80250;6,252;0,55050
2000-10-05;6,80250;6,261;0,54150
2000-10-06;6,80250;6,247;0,55550
2000-10-09;6,80000;6,245;0,55500
2000-10-10;6,80188;6,234;0,56788
2000-10-11;6,79875;6,224;0,57475
2000-10-12;6,79813;6,171;0,62713
2000-10-13;6,77063;6,189;0,58163
2000-10-16;6,77375;6,240;0,53375
2000-10-17;6,77000;6,299;0,47100
2000-10-18;6,76000;6,297;0,46300
2000-10-19;6,76000;6,307;0,45300
2000-10-20;6,76125;6,304;0,45725
2000-10-23;6,76000;6,334;0,42600
2000-10-24;6,76000;6,351;0,40900
2000-10-25;6,76000;6,371;0,38900
2000-10-26;6,75875;6,359;0,39975
2000-10-27;6,75750;6,335;0,42250
2000-10-30;6,75875;6,355;0,40375
2000-10-31;6,76000;6,389;0,37100
2000-11-01;6,75875;6,367;0,39175
2000-11-02;6,75125;6,387;0,36425
2000-11-03;6,75063;6,394;0,35663
2000-11-06;6,75375;6,435;0,31875
2000-11-07;6,75813;6,414;0,34413
2000-11-08;6,75938;6,392;0,36738
2000-11-09;6,76000;6,391;0,36900
2000-11-10;6,76000;6,366;0,39400
2000-11-13;6,75938;6,365;0,39438
2000-11-14;6,75813;6,361;0,39713
2000-11-15;6,75750;6,360;0,39750
2000-11-16;6,75875;6,338;0,42075
2000-11-17;6,75063;6,345;0,40563
2000-11-20;6,75313;6,344;0,40913
2000-11-21;6,75063;6,351;0,39963
2000-11-22;6,75063;6,359;0,39163
2000-11-23;6,75000;6,304;0,44600
2000-11-24;6,74875;6,365;0,38375
2000-11-27;6,74875;6,313;0,43575
2000-11-28;6,74875;6,278;0,47075
2000-11-29;6,73625;6,214;0,52225
2000-11-30;6,71500;6,202;0,51300
2000-12-01;6,68625;6,210;0,47625
2000-12-04;6,68375;6,162;0,52175
2000-12-05;6,67750;6,069;0,60850
2000-12-06;6,61750;6,083;0,53450
2000-12-07;6,57750;6,098;0,47950
2000-12-08;6,57000;6,058;0,51200
2000-12-11;6,58000;6,062;0,51800
2000-12-12;6,58000;6,089;0,49100
2000-12-13;6,58000;6,047;0,53300
2000-12-14;6,54750;6,046;0,50150
2000-12-15;6,54938;6,037;0,51238
2000-12-18;6,53625;5,958;0,57825
2000-12-19;6,52000;5,943;0,57700
2000-12-20;6,50000;5,785;0,71500
2000-12-21;6,46375;5,461;1,00275
2000-12-22;6,45000;5,261;1,18900
2000-12-25;6,45000;5,260;1,19000
2000-12-26;6,45000;5,758;0,69200
2000-12-27;6,43813;5,775;0,66313
2000-12-28;6,40125;5,889;0,51225
2000-12-29;6,39875;5,895;0,50375
2001-01-01;6,39875;5,884;0,51475
2001-01-02;6,37125;5,904;0,46725
2001-01-03;6,28625;5,660;0,62625
2001-01-04;5,86625;5,368;0,49825
2001-01-05;5,69500;5,116;0,57900
2001-01-08;5,61625;5,219;0,39725
2001-01-09;5,62375;5,286;0,33775
2001-01-10;5,65000;5,306;0,34400
2001-01-11;5,67625;5,305;0,37125
2001-01-12;5,67875;5,323;0,35575
2001-01-15;5,74125;5,323;0,41825
2001-01-16;5,73875;5,353;0,38575
2001-01-17;5,73875;5,358;0,38075
2001-01-18;5,64875;5,274;0,37475
2001-01-19;5,61125;5,241;0,37025
2001-01-22;5,58125;5,240;0,34125
2001-01-23;5,57250;5,265;0,30750
2001-01-24;5,61000;5,275;0,33500
2001-01-25;5,59750;5,264;0,33350
2001-01-26;5,56750;5,168;0,39950
2001-01-29;5,54250;5,136;0,40650
2001-01-30;5,52500;5,026;0,49900
2001-01-31;5,42125;4,994;0,42725
2001-02-01;5,39000;5,024;0,36600
2001-02-02;5,39750;5,085;0,31250
2001-02-05;5,41000;5,115;0,29500
2001-02-06;5,41000;5,078;0,33200
2001-02-07;5,41000;5,067;0,34300
2001-02-08;5,40875;5,076;0,33275
2001-02-09;5,41000;5,054;0,35600
2001-02-12;5,38750;5,053;0,33450
2001-02-13;5,38875;5,036;0,35275
2001-02-14;5,40000;5,067;0,33300
2001-02-15;5,41250;5,087;0,32550
2001-02-16;5,41000;4,980;0,43000
2001-02-19;5,38313;4,980;0,40313
2001-02-20;5,38000;5,026;0,35400
2001-02-21;5,37000;5,015;0,35500
2001-02-22;5,34500;5,014;0,33100
2001-02-23;5,30000;4,887;0,41300
2001-02-26;5,19375;4,835;0,35875
2001-02-27;5,10375;4,787;0,31675
2001-02-28;5,05250;4,859;0,19350
2001-03-01;5,08875;4,848;0,24075
2001-03-02;5,08250;4,836;0,24650
2001-03-05;5,08000;4,835;0,24500
2001-03-06;5,09000;4,725;0,36500
2001-03-07;5,07375;4,662;0,41175
2001-03-08;5,06000;4,671;0,38900
2001-03-09;5,04000;4,711;0,32900
2001-03-12;5,05750;4,638;0,41950
2001-03-13;5,03375;4,631;0,40275
2001-03-14;5,02000;4,527;0,49300
2001-03-15;4,94250;4,516;0,42650
2001-03-16;4,90000;4,525;0,37500
2001-03-19;4,88000;4,555;0,32500
2001-03-20;4,88625;4,507;0,37925
2001-03-21;4,87000;4,340;0,53000
2001-03-22;4,85625;4,252;0,60425
2001-03-23;4,86000;4,338;0,52200
2001-03-26;4,86875;4,255;0,61375
2001-03-27;4,86000;4,330;0,53000
2001-03-28;4,90250;4,340;0,56250
2001-03-29;4,87625;4,340;0,53625
2001-03-30;4,87875;4,286;0,59275
2001-04-02;4,84000;4,255;0,58500
2001-04-03;4,84625;4,123;0,72325
2001-04-04;4,81000;4,092;0,71800
2001-04-05;4,80375;4,102;0,70175
2001-04-06;4,80625;3,925;0,88125
2001-04-09;4,74125;3,945;0,79625
2001-04-10;4,74000;3,927;0,81300
2001-04-11;4,76000;4,071;0,68900
2001-04-12;4,77875;3,997;0,78175
2001-04-13;4,77875;3,997;0,78175
2001-04-16;4,77875;4,130;0,64875
2001-04-17;4,80875;4,103;0,70575
2001-04-18;4,82750;3,906;0,92150
2001-04-19;4,41000;3,905;0,50500
2001-04-20;4,41750;3,759;0,65850
2001-04-23;4,38375;3,728;0,65575
2001-04-24;4,36000;3,782;0,57800
2001-04-25;4,34000;3,844;0,49600
2001-04-26;4,34000;3,823;0,51700
2001-04-27;4,31375;3,852;0,46175
2001-04-30;4,33625;3,883;0,45325
2001-05-01;4,34000;3,896;0,44400
2001-05-02;4,30750;3,885;0,42250
2001-05-03;4,29875;3,833;0,46575
2001-05-04;4,27000;3,728;0,54200
2001-05-07;4,27000;3,718;0,55200
2001-05-08;4,09875;3,699;0,39975
2001-05-09;4,08500;3,720;0,36500
2001-05-10;4,06000;3,730;0,33000
2001-05-11;4,07000;3,739;0,33100
2001-05-14;4,12125;3,697;0,42425
2001-05-15;4,10313;3,606;0,49713
2001-05-16;4,03000;3,554;0,47600
2001-05-17;4,04000;3,575;0,46500
2001-05-18;4,05500;3,594;0,46100
2001-05-21;4,07625;3,635;0,44125
2001-05-22;4,07500;3,658;0,41700
2001-05-23;4,07000;3,647;0,42300
2001-05-24;4,05625;3,699;0,35725
2001-05-25;4,03000;3,656;0,37400
2001-05-28;4,03000;3,645;0,38500
2001-05-29;4,00000;3,707;0,29300
2001-05-30;4,00000;3,678;0,32200
2001-05-31;3,99000;3,616;0,37400
2001-06-01;3,94250;3,656;0,28650
2001-06-04;3,94000;3,697;0,24300
2001-06-05;3,94000;3,637;0,30300
2001-06-06;3,92750;3,616;0,31150
2001-06-07;3,91813;3,626;0,29213
2001-06-08;3,91563;3,636;0,27963
2001-06-11;3,91000;3,594;0,31600
2001-06-12;3,89875;3,545;0,35375
2001-06-13;3,89000;3,544;0,34600
2001-06-14;3,87750;3,554;0,32350
2001-06-15;3,85125;3,502;0,34925
2001-06-18;3,78688;3,481;0,30588
2001-06-19;3,75750;3,410;0,34750
2001-06-20;3,75000;3,493;0,25700
2001-06-21;3,73875;3,513;0,22575
2001-06-22;3,73000;3,440;0,29000
2001-06-25;3,70500;3,439;0,26600
2001-06-26;3,70000;3,452;0,24800
2001-06-27;3,71000;3,534;0,17600
2001-06-28;3,79000;3,626;0,16400
2001-06-29;3,83625;3,656;0,18025
2001-07-02;3,83000;3,646;0,18400
2001-07-03;3,82000;3,658;0,16200
2001-07-04;3,82750;3,657;0,17050
2001-07-05;3,82000;3,615;0,20500
2001-07-06;3,81000;3,636;0,17400
2001-07-09;3,79000;3,646;0,14400
2001-07-10;3,79000;3,617;0,17300
2001-07-11;3,76000;3,575;0,18500
2001-07-12;3,77000;3,595;0,17500
2001-07-13;3,75875;3,615;0,14375
2001-07-16;3,76000;3,615;0,14500
2001-07-17;3,76000;3,606;0,15400
2001-07-18;3,76000;3,513;0,24700
2001-07-19;3,71000;3,544;0,16600
2001-07-20;3,70875;3,512;0,19675
2001-07-23;3,70000;3,532;0,16800
2001-07-24;3,70000;3,521;0,17900
2001-07-25;3,70000;3,544;0,15600
2001-07-26;3,70500;3,544;0,16100
2001-07-27;3,69625;3,532;0,16425
2001-07-30;3,67875;3,563;0,11575
2001-07-31;3,67000;3,524;0,14600
2001-08-01;3,65625;3,513;0,14325
2001-08-02;3,65000;3,534;0,11600
2001-08-03;3,65625;3,522;0,13425
2001-08-06;3,65000;3,501;0,14900
2001-08-07;3,64375;3,545;0,09875
2001-08-08;3,63750;3,472;0,16550
2001-08-09;3,59500;3,441;0,15400
2001-08-10;3,58875;3,419;0,16975
2001-08-13;3,57000;3,419;0,15100
2001-08-14;3,56000;3,431;0,12900
2001-08-15;3,56000;3,431;0,12900
2001-08-16;3,56125;3,399;0,16225
2001-08-17;3,54750;3,368;0,17950
2001-08-20;3,52875;3,439;0,08975
2001-08-21;3,52750;3,369;0,15850
2001-08-22;3,51250;3,379;0,13350
2001-08-23;3,51250;3,400;0,11250
2001-08-24;3,51750;3,450;0,06750
2001-08-27;3,51750;3,460;0,05750
2001-08-28;3,52500;3,421;0,10400
2001-08-29;3,50000;3,410;0,09000
2001-08-30;3,49000;3,369;0,12100
2001-08-31;3,46250;3,367;0,09550
2001-09-03;3,46563;3,367;0,09863
2001-09-04;3,46625;3,439;0,02725
2001-09-05;3,52000;3,410;0,11000
2001-09-06;3,52000;3,369;0,15100
2001-09-07;3,48625;3,254;0,23225
2001-09-10;3,36000;3,264;0,09600
2001-09-11;3,36000;3,256;0,10400
2001-09-12;3,15625;3,214;-0,05775
2001-09-13;3,15000;2,823;0,32700
2001-09-14;3,15000;2,730;0,42000
2001-09-17;3,11000;2,740;0,37000
2001-09-18;2,96500;2,525;0,44000
2001-09-19;2,78313;2,187;0,59613
2001-09-20;2,60250;2,207;0,39550
2001-09-21;2,61500;2,248;0,36700
2001-09-24;2,60000;2,370;0,23000
2001-09-25;2,60000;2,402;0,19800
2001-09-26;2,59125;2,371;0,22025
2001-09-27;2,60000;2,371;0,22900
2001-09-28;2,59000;2,371;0,21900
2001-10-01;2,60000;2,360;0,24000
2001-10-02;2,59250;2,279;0,31350
2001-10-03;2,50000;2,238;0,26200
2001-10-04;2,50000;2,207;0,29300
2001-10-05;2,48125;2,176;0,30525
2001-10-08;2,44000;2,186;0,25400
2001-10-09;2,43125;2,216;0,21525
2001-10-10;2,43000;2,217;0,21300
2001-10-11;2,43000;2,279;0,15100
2001-10-12;2,45625;2,248;0,20825
2001-10-15;2,43125;2,258;0,17325
2001-10-16;2,42000;2,207;0,21300
2001-10-17;2,41000;2,217;0,19300
2001-10-18;2,39000;2,187;0,20300
2001-10-19;2,36625;2,196;0,17025
2001-10-22;2,35250;2,227;0,12550
2001-10-23;2,35000;2,207;0,14300
2001-10-24;2,33000;2,156;0,17400
2001-10-25;2,31000;2,146;0,16400
2001-10-26;2,28000;2,145;0,13500
2001-10-29;2,27000;2,104;0,16600
2001-10-30;2,23000;2,013;0,21700
2001-10-31;2,20000;2,012;0,18800
2001-11-01;2,21000;2,064;0,14600
2001-11-02;2,20000;2,053;0,14700
2001-11-05;2,16500;2,012;0,15300
2001-11-06;2,13500;1,839;0,29600
2001-11-07;2,00000;1,787;0,21300
2001-11-08;1,99875;1,838;0,16075
2001-11-09;2,01625;1,838;0,17825
2001-11-12;2,02500;1,828;0,19700
2001-11-13;2,01125;1,838;0,17325
2001-11-14;2,02125;1,879;0,14225
2001-11-15;2,10000;1,900;0,20000
2001-11-16;2,13875;1,951;0,18775
2001-11-19;2,15000;1,930;0,22000
2001-11-20;2,11313;1,941;0,17213
2001-11-21;2,13000;1,951;0,17900
2001-11-22;2,16250;1,940;0,22250
2001-11-23;2,15625;1,961;0,19525
2001-11-26;2,15563;1,981;0,17463
2001-11-27;2,16750;1,879;0,28850
2001-11-28;2,09625;1,838;0,25825
2001-11-29;2,08125;1,777;0,30425
2001-11-30;2,03188;1,726;0,30588
2001-12-03;2,00750;1,787;0,22050
2001-12-04;2,00000;1,746;0,25400
2001-12-05;1,98125;1,798;0,18325
2001-12-06;2,02000;1,736;0,28400
2001-12-07;2,00375;1,695;0,30875
2001-12-10;1,93000;1,715;0,21500
2001-12-11;1,90000;1,644;0,25600
2001-12-12;1,86313;1,675;0,18813
2001-12-13;1,87000;1,695;0,17500
2001-12-14;1,89500;1,715;0,18000
2001-12-17;1,90125;1,756;0,14525
2001-12-18;1,91000;1,706;0,20400
2001-12-19;1,90250;1,705;0,19750
2001-12-20;1,90250;1,685;0,21750
2001-12-21;1,90000;1,695;0,20500
2001-12-24;1,90375;1,715;0,18875
2001-12-25;1,90375;1,715;0,18875
2001-12-26;1,90375;1,746;0,15775
2001-12-27;1,90875;1,736;0,17275
2001-12-28;1,88125;1,715;0,16625
2001-12-31;1,88125;1,725;0,15625
2002-01-01;1,88125;1,726;0,15525
2002-01-02;1,86375;1,736;0,12775
2002-01-03;1,87563;1,716;0,15963
2002-01-04;1,87000;1,715;0,15500
2002-01-07;1,87000;1,685;0,18500
2002-01-08;1,84250;1,675;0,16750
2002-01-09;1,84375;1,665;0,17875
2002-01-10;1,83125;1,675;0,15625
2002-01-11;1,82688;1,552;0,27488
2002-01-14;1,72375;1,572;0,15175
2002-01-15;1,72375;1,593;0,13075
2002-01-16;1,71563;1,603;0,11263
2002-01-17;1,74000;1,624;0,11600
2002-01-18;1,77000;1,613;0,15700
2002-01-21;1,79625;1,613;0,18325
2002-01-22;1,80000;1,705;0,09500
2002-01-23;1,80000;1,695;0,10500
2002-01-24;1,81000;1,716;0,09400
2002-01-25;1,87000;1,705;0,16500
2002-01-28;1,87000;1,726;0,14400
2002-01-29;1,87000;1,706;0,16400
2002-01-30;1,86000;1,757;0,10300
2002-01-31;1,88000;1,757;0,12300
2002-02-01;1,92000;1,756;0,16400
2002-02-04;1,90875;1,756;0,15275
2002-02-05;1,90000;1,757;0,14300
2002-02-06;1,90000;1,736;0,16400
2002-02-07;1,90000;1,726;0,17400
2002-02-08;1,90000;1,705;0,19500
2002-02-11;1,89250;1,736;0,15650
2002-02-12;1,89000;1,746;0,14400
2002-02-13;1,90000;1,746;0,15400
2002-02-14;1,91000;1,746;0,16400
2002-02-15;1,91000;1,736;0,17400
2002-02-18;1,90375;1,736;0,16775
2002-02-19;1,90125;1,736;0,16525
2002-02-20;1,90250;1,757;0,14550
2002-02-21;1,91000;1,757;0,15300
2002-02-22;1,90125;1,767;0,13425
2002-02-25;1,90125;1,766;0,13525
2002-02-26;1,90125;1,767;0,13425
2002-02-27;1,91125;1,757;0,15425
2002-02-28;1,90000;1,757;0,14300
2002-03-01;1,90125;1,777;0,12425
2002-03-04;1,92000;1,787;0,13300
2002-03-05;1,92000;1,787;0,13300
2002-03-06;1,92000;1,767;0,15300
2002-03-07;1,92125;1,787;0,13425
2002-03-08;1,96000;1,797;0,16300
2002-03-11;2,00000;1,828;0,17200
2002-03-12;2,00000;1,839;0,16100
2002-03-13;2,00000;1,818;0,18200
2002-03-14;1,99000;1,849;0,14100
2002-03-15;2,01000;1,848;0,16200
2002-03-18;2,01000;1,858;0,15200
2002-03-19;2,01000;1,839;0,17100
2002-03-20;1,99375;1,838;0,15575
2002-03-21;2,01875;1,818;0,20075
2002-03-22;2,03000;1,838;0,19200
2002-03-25;2,03750;1,807;0,23050
2002-03-26;2,04750;1,828;0,21950
2002-03-27;2,03750;1,798;0,23950
2002-03-28;2,03000;1,787;0,24300
2002-03-29;2,03000;1,777;0,25300
2002-04-01;2,03000;1,777;0,25300
2002-04-02;2,04000;1,808;0,23200
2002-04-03;2,02625;1,787;0,23925
2002-04-04;2,01250;1,787;0,22550
2002-04-05;2,01000;1,756;0,25400
2002-04-08;1,98625;1,746;0,24025
2002-04-09;1,99000;1,706;0,28400
2002-04-10;1,98000;1,705;0,27500
2002-04-11;1,98000;1,705;0,27500
2002-04-12;1,98000;1,705;0,27500
2002-04-15;1,97000;1,705;0,26500
2002-04-16;1,97000;1,736;0,23400
2002-04-17;1,97000;1,716;0,25400
2002-04-18;1,94875;1,726;0,22275
2002-04-19;1,94000;1,726;0,21400
2002-04-22;1,94000;1,715;0,22500
2002-04-23;1,94000;1,726;0,21400
2002-04-24;1,94000;1,716;0,22400
2002-04-25;1,92875;1,736;0,19275
2002-04-26;1,92125;1,736;0,18525
2002-04-29;1,91250;1,766;0,14650
2002-04-30;1,92000;1,767;0,15300
2002-05-01;1,92000;1,767;0,15300
2002-05-02;1,92000;1,757;0,16300
2002-05-03;1,92000;1,756;0,16400
2002-05-06;1,92000;1,756;0,16400
2002-05-07;1,90000;1,746;0,15400
2002-05-08;1,89625;1,757;0,13925
2002-05-09;1,91500;1,757;0,15800
2002-05-10;1,90000;1,756;0,14400
2002-05-13;1,90000;1,777;0,12300
2002-05-14;1,90000;1,767;0,13300
2002-05-15;1,92000;1,757;0,16300
2002-05-16;1,91000;1,746;0,16400
2002-05-17;1,90250;1,756;0,14650
2002-05-20;1,90750;1,746;0,16150
2002-05-21;1,90000;1,746;0,15400
2002-05-22;1,89625;1,726;0,17025
2002-05-23;1,90000;1,736;0,16400
2002-05-24;1,90000;1,736;0,16400
2002-05-27;1,90000;1,736;0,16400
2002-05-28;1,90000;1,756;0,14400
2002-05-29;1,89875;1,746;0,15275
2002-05-30;1,89750;1,746;0,15150
2002-05-31;1,89625;1,726;0,17025
2002-06-03;1,89625;1,736;0,16025
2002-06-04;1,89625;1,757;0,13925
2002-06-05;1,89125;1,746;0,14525
2002-06-06;1,89000;1,726;0,16400
2002-06-07;1,89000;1,736;0,15400
2002-06-10;1,89000;1,746;0,14400
2002-06-11;1,89000;1,736;0,15400
2002-06-12;1,88688;1,726;0,16088
2002-06-13;1,88688;1,716;0,17088
2002-06-14;1,87938;1,705;0,17438
2002-06-17;1,87875;1,726;0,15275
2002-06-18;1,88000;1,726;0,15400
2002-06-19;1,87438;1,705;0,16938
2002-06-20;1,87000;1,716;0,15400
2002-06-21;1,87438;1,715;0,15938
2002-06-24;1,87000;1,726;0,14400
2002-06-25;1,87000;1,726;0,14400
2002-06-26;1,85500;1,695;0,16000
2002-06-27;1,86000;1,695;0,16500
2002-06-28;1,86000;1,685;0,17500
2002-07-01;1,86000;1,705;0,15500
2002-07-02;1,86000;1,716;0,14400
2002-07-03;1,86000;1,716;0,14400
2002-07-04;1,86000;1,705;0,15500
2002-07-05;1,86000;1,715;0,14500
2002-07-08;1,86000;1,726;0,13400
2002-07-09;1,86000;1,726;0,13400
2002-07-10;1,86000;1,716;0,14400
2002-07-11;1,86000;1,716;0,14400
2002-07-12;1,86000;1,705;0,15500
2002-07-15;1,86000;1,705;0,15500
2002-07-16;1,85500;1,726;0,12900
2002-07-17;1,86000;1,716;0,14400
2002-07-18;1,86000;1,705;0,15500
2002-07-19;1,86000;1,705;0,15500
