date;US0003M Index;GB3 Govt;ted
2006-01-19;4,61375;4,350;0,26375
2006-01-20;4,62000;4,359;0,26100
2006-01-23;4,62288;4,348;0,27488
2006-01-24;4,63000;4,393;0,23700
2006-01-25;4,63975;4,423;0,21675
2006-01-26;4,66000;4,433;0,22700
2006-01-27;4,66750;4,442;0,22550
2006-01-30;4,68000;4,452;0,22800
2006-01-31;4,68000;4,465;0,21500
2006-02-01;4,69000;4,475;0,21500
2006-02-02;4,71000;4,474;0,23600
2006-02-03;4,71000;4,473;0,23700
2006-02-06;4,71500;4,483;0,23200
2006-02-07;4,72000;4,496;0,22400
2006-02-08;4,72000;4,506;0,21400
2006-02-09;4,74000;4,516;0,22400
2006-02-10;4,74063;4,535;0,20563
2006-02-13;4,74875;4,534;0,21475
2006-02-14;4,75000;4,559;0,19100
2006-02-15;4,75000;4,548;0,20200
2006-02-16;4,77000;4,537;0,23300
2006-02-17;4,77000;4,534;0,23600
2006-02-20;4,77031;4,534;0,23631
2006-02-21;4,77375;4,554;0,21975
2006-02-22;4,78000;4,568;0,21200
2006-02-23;4,80000;4,588;0,21200
2006-02-24;4,81000;4,587;0,22300
2006-02-27;4,82000;4,597;0,22300
2006-02-28;4,82250;4,621;0,20150
2006-03-01;4,83000;4,599;0,23100
2006-03-02;4,84000;4,599;0,24100
2006-03-03;4,85000;4,607;0,24300
2006-03-06;4,86000;4,565;0,29500
2006-03-07;4,87000;4,600;0,27000
2006-03-08;4,88000;4,579;0,30100
2006-03-09;4,89000;4,578;0,31200
2006-03-10;4,90000;4,607;0,29300
2006-03-13;4,91000;4,586;0,32400
2006-03-14;4,91688;4,590;0,32688
2006-03-15;4,92000;4,610;0,31000
2006-03-16;4,93000;4,599;0,33100
2006-03-17;4,93000;4,618;0,31200
2006-03-20;4,93538;4,638;0,29738
2006-03-21;4,94000;4,683;0,25700
2006-03-22;4,95031;4,682;0,26831
2006-03-23;4,96000;4,661;0,29900
2006-03-24;4,96475;4,639;0,32575
2006-03-27;4,96000;4,628;0,33200
2006-03-28;4,96000;4,642;0,31800
2006-03-29;4,97938;4,620;0,35938
2006-03-30;4,99000;4,609;0,38100
2006-03-31;5,00000;4,607;0,39300
2006-04-03;5,00000;4,638;0,36200
2006-04-04;5,01000;4,662;0,34800
2006-04-05;5,01375;4,672;0,34175
2006-04-06;5,02250;4,671;0,35150
2006-04-07;5,02813;4,680;0,34813
2006-04-10;5,04469;4,679;0,36569
2006-04-11;5,05000;4,693;0,35700
2006-04-12;5,06825;4,703;0,36525
2006-04-13;5,07688;4,690;0,38688
2006-04-14;5,07688;4,690;0,38688
2006-04-17;5,07688;4,689;0,38788
2006-04-18;5,08000;4,714;0,36600
2006-04-19;5,07469;4,714;0,36069
2006-04-20;5,09000;4,723;0,36700
2006-04-21;5,10000;4,742;0,35800
2006-04-24;5,10750;4,742;0,36550
2006-04-25;5,11000;4,776;0,33400
2006-04-26;5,12563;4,776;0,34963
2006-04-27;5,14875;4,775;0,37375
2006-04-28;5,13000;4,763;0,36700
2006-05-01;5,13000;4,773;0,35700
2006-05-02;5,14563;4,808;0,33763
2006-05-03;5,15000;4,817;0,33300
2006-05-04;5,16000;4,796;0,36400
2006-05-05;5,16625;4,815;0,35125
2006-05-08;5,16000;4,825;0,33500
2006-05-09;5,16188;4,880;0,28188
2006-05-10;5,16438;4,869;0,29538
2006-05-11;5,17000;4,817;0,35300
2006-05-12;5,17000;4,815;0,35500
2006-05-15;5,17063;4,804;0,36663
2006-05-16;5,17250;4,818;0,35450
2006-05-17;5,17381;4,817;0,35681
2006-05-18;5,18938;4,827;0,36238
2006-05-19;5,19375;4,815;0,37875
2006-05-22;5,20750;4,804;0,40350
2006-05-23;5,21000;4,818;0,39200
2006-05-24;5,21438;4,828;0,38638
2006-05-25;5,22000;4,817;0,40300
2006-05-26;5,22688;4,835;0,39188
2006-05-29;5,22688;4,835;0,39188
2006-05-30;5,23063;4,813;0,41763
2006-05-31;5,23813;4,838;0,40013
2006-06-01;5,27063;4,827;0,44363
2006-06-02;5,27000;4,804;0,46600
2006-06-05;5,23625;4,814;0,42225
2006-06-06;5,27000;4,860;0,41000
2006-06-07;5,28250;4,849;0,43350
2006-06-08;5,30000;4,858;0,44200
2006-06-09;5,31000;4,877;0,43300
2006-06-12;5,31938;4,897;0,42238
2006-06-13;5,32938;4,891;0,43838
2006-06-14;5,34063;4,890;0,45063
2006-06-15;5,39563;4,827;0,56863
2006-06-16;5,41375;4,867;0,54675
2006-06-19;5,42438;4,876;0,54838
2006-06-20;5,43688;4,922;0,51488
2006-06-21;5,44875;4,911;0,53775
2006-06-22;5,46000;4,900;0,56000
2006-06-23;5,48000;4,960;0,52000
2006-06-26;5,49000;4,980;0,51000
2006-06-27;5,50000;5,036;0,46400
2006-06-28;5,49875;4,994;0,50475
2006-06-29;5,50813;4,993;0,51513
2006-06-30;5,48063;4,981;0,49963
2006-07-03;5,48000;5,011;0,46900
2006-07-04;5,48563;5,067;0,41863
2006-07-05;5,48875;5,014;0,47475
2006-07-06;5,50719;4,993;0,51419
2006-07-07;5,51000;5,002;0,50800
2006-07-10;5,50000;5,001;0,49900
2006-07-11;5,50000;5,057;0,44300
2006-07-12;5,50031;5,067;0,43331
2006-07-13;5,50688;5,045;0,46188
2006-07-14;5,49813;5,054;0,44413
2006-07-17;5,49000;5,074;0,41600
2006-07-18;5,50000;5,130;0,37000
2006-07-19;5,52000;5,108;0,41200
2006-07-20;5,51063;5,087;0,42363
2006-07-21;5,48500;5,074;0,41100
2006-07-24;5,49000;5,084;0,40600
2006-07-25;5,49000;5,130;0,36000
2006-07-26;5,50000;5,098;0,40200
2006-07-27;5,48500;5,097;0,38800
2006-07-28;5,48875;5,054;0,43475
2006-07-31;5,46563;5,074;0,39163
2006-08-01;5,46750;5,109;0,35850
2006-08-02;5,47188;5,108;0,36388
2006-08-03;5,48000;5,108;0,37200
2006-08-04;5,49938;5,074;0,42538
2006-08-07;5,44000;5,105;0,33500
2006-08-08;5,44594;5,099;0,34694
2006-08-09;5,40375;5,067;0,33675
2006-08-10;5,40188;5,045;0,35688
2006-08-11;5,40500;5,064;0,34100
2006-08-14;5,41625;5,084;0,33225
2006-08-15;5,42625;5,088;0,33825
2006-08-16;5,41000;5,067;0,34300
2006-08-17;5,39250;5,087;0,30550
2006-08-18;5,39938;5,095;0,30438
2006-08-21;5,39813;5,084;0,31413
2006-08-22;5,40000;5,099;0,30100
2006-08-23;5,40000;5,088;0,31200
2006-08-24;5,40000;5,088;0,31200
2006-08-25;5,40000;5,106;0,29400
2006-08-28;5,40000;5,085;0,31500
2006-08-29;5,40000;5,067;0,33300
2006-08-30;5,40000;5,046;0,35400
2006-08-31;5,39750;5,035;0,36250
2006-09-01;5,39063;5,011;0,37963
2006-09-04;5,39000;5,011;0,37900
2006-09-05;5,39000;4,979;0,41100
2006-09-06;5,39000;4,963;0,42700
2006-09-07;5,39000;4,962;0,42800
2006-09-08;5,39000;4,929;0,46100
2006-09-11;5,39000;4,928;0,46200
2006-09-12;5,39000;4,901;0,48900
2006-09-13;5,39000;4,900;0,49000
2006-09-14;5,39000;4,931;0,45900
2006-09-15;5,39000;4,939;0,45100
2006-09-18;5,39000;4,939;0,45100
2006-09-19;5,39000;4,943;0,44700
2006-09-20;5,38688;4,921;0,46588
2006-09-21;5,38875;4,910;0,47875
2006-09-22;5,37063;4,919;0,45163
2006-09-25;5,36781;4,897;0,47081
2006-09-26;5,36375;4,880;0,48375
2006-09-27;5,36688;4,880;0,48688
2006-09-28;5,37163;4,869;0,50263
2006-09-29;5,37000;4,877;0,49300
2006-10-02;5,37000;4,887;0,48300
2006-10-03;5,37000;4,912;0,45800
2006-10-04;5,37000;4,911;0,45900
2006-10-05;5,36813;4,931;0,43713
2006-10-06;5,37000;4,939;0,43100
2006-10-09;5,37000;4,938;0,43200
2006-10-10;5,37188;4,968;0,40388
2006-10-11;5,37344;5,015;0,35844
2006-10-12;5,37375;5,045;0,32875
2006-10-13;5,37375;5,054;0,31975
2006-10-16;5,37438;5,053;0,32138
2006-10-17;5,37438;5,088;0,28638
2006-10-18;5,37375;5,088;0,28575
2006-10-19;5,37375;5,097;0,27675
2006-10-20;5,37563;5,085;0,29063
2006-10-23;5,37688;5,105;0,27188
2006-10-24;5,38000;5,119;0,26100
2006-10-25;5,38000;5,119;0,26100
2006-10-26;5,37625;5,108;0,26825
2006-10-27;5,37563;5,095;0,28063
2006-10-30;5,37125;5,074;0,29725
2006-10-31;5,37063;5,078;0,29263
2006-11-01;5,37000;5,056;0,31400
2006-11-02;5,36813;5,056;0,31213
2006-11-03;5,37000;5,085;0,28500
2006-11-06;5,37531;5,074;0,30131
2006-11-07;5,37535;5,078;0,29735
2006-11-08;5,37442;5,098;0,27642
2006-11-09;5,37625;5,097;0,27925
2006-11-10;5,37438;5,085;0,28938
2006-11-13;5,37375;5,074;0,29975
2006-11-14;5,37500;5,088;0,28700
2006-11-15;5,37313;5,088;0,28513
2006-11-16;5,37500;5,097;0,27800
2006-11-17;5,37500;5,085;0,29000
2006-11-20;5,37063;5,053;0,31763
2006-11-21;5,37000;5,057;0,31300
2006-11-22;5,37000;5,056;0,31400
2006-11-23;5,37000;5,054;0,31600
2006-11-24;5,37000;5,032;0,33800
2006-11-27;5,37000;5,032;0,33800
2006-11-28;5,37000;5,042;0,32800
2006-11-29;5,36938;5,036;0,33338
2006-11-30;5,37000;5,024;0,34600
2006-12-01;5,36563;5,022;0,34363
2006-12-04;5,35250;5,001;0,35150
2006-12-05;5,35000;4,984;0,36600
2006-12-06;5,35000;4,984;0,36600
2006-12-07;5,35313;4,973;0,38013
2006-12-08;5,35563;4,950;0,40563
2006-12-11;5,36000;4,928;0,43200
2006-12-12;5,36000;4,932;0,42800
2006-12-13;5,36000;4,932;0,42800
2006-12-14;5,36063;4,941;0,41963
2006-12-15;5,36500;4,908;0,45700
2006-12-18;5,36500;4,928;0,43700
2006-12-19;5,36500;4,953;0,41200
2006-12-20;5,36500;4,963;0,40200
2006-12-21;5,36563;4,962;0,40363
2006-12-22;5,36250;4,980;0,38250
2006-12-25;5,36250;4,980;0,38250
2006-12-26;5,36250;4,979;0,38350
2006-12-27;5,36375;4,973;0,39075
2006-12-28;5,36000;4,993;0,36700
2006-12-29;5,36000;5,011;0,34900
2007-01-01;5,36000;5,011;0,34900
2007-01-02;5,36000;5,041;0,31900
2007-01-03;5,36000;5,046;0,31400
2007-01-04;5,36000;5,035;0,32500
2007-01-05;5,36000;5,043;0,31700
2007-01-08;5,36000;5,053;0,30700
2007-01-09;5,36000;5,078;0,28200
2007-01-10;5,36000;5,088;0,27200
2007-01-11;5,36000;5,097;0,26300
2007-01-12;5,36000;5,084;0,27600
2007-01-15;5,36025;5,083;0,27725
2007-01-16;5,36000;5,083;0,27700
2007-01-17;5,36000;5,108;0,25200
2007-01-18;5,36000;5,118;0,24200
2007-01-19;5,36000;5,137;0,22300
2007-01-22;5,36000;5,126;0,23400
2007-01-23;5,36000;5,140;0,22000
2007-01-24;5,36000;5,129;0,23100
2007-01-25;5,36000;5,139;0,22100
2007-01-26;5,36000;5,126;0,23400
2007-01-29;5,36000;5,126;0,23400
2007-01-30;5,36000;5,135;0,22500
2007-01-31;5,36000;5,108;0,25200
2007-02-01;5,36000;5,118;0,24200
2007-02-02;5,36000;5,137;0,22300
2007-02-05;5,36000;5,126;0,23400
2007-02-06;5,36000;5,145;0,21500
2007-02-07;5,36000;5,150;0,21000
2007-02-08;5,36000;5,149;0,21100
2007-02-09;5,36000;5,147;0,21300
2007-02-12;5,36000;5,157;0,20300
2007-02-13;5,36000;5,166;0,19400
2007-02-14;5,36000;5,150;0,21000
2007-02-15;5,36000;5,160;0,20000
2007-02-16;5,36000;5,167;0,19300
2007-02-19;5,36000;5,166;0,19400
2007-02-20;5,36000;5,166;0,19400
2007-02-21;5,36000;5,176;0,18400
2007-02-22;5,36000;5,180;0,18000
2007-02-23;5,36000;5,178;0,18200
2007-02-26;5,36000;5,167;0,19300
2007-02-27;5,36000;5,114;0,24600
2007-02-28;5,34813;5,129;0,21913
2007-03-01;5,34750;5,128;0,21950
2007-03-02;5,34625;5,095;0,25125
2007-03-05;5,33000;5,084;0,24600
2007-03-06;5,34000;5,114;0,22600
2007-03-07;5,34000;5,088;0,25200
2007-03-08;5,34000;5,076;0,26400
2007-03-09;5,34000;5,085;0,25500
2007-03-12;5,35500;5,084;0,27100
2007-03-13;5,35488;5,062;0,29288
2007-03-14;5,35000;5,046;0,30400
2007-03-15;5,35000;5,035;0,31500
2007-03-16;5,35000;5,022;0,32800
2007-03-19;5,35000;5,022;0,32800
2007-03-20;5,35000;5,052;0,29800
2007-03-21;5,35000;5,036;0,31400
2007-03-22;5,34631;5,045;0,30131
2007-03-23;5,34788;5,064;0,28388
2007-03-26;5,35000;5,063;0,28700
2007-03-27;5,35000;5,052;0,29800
2007-03-28;5,35000;5,046;0,30400
2007-03-29;5,34938;5,035;0,31438
2007-03-30;5,35000;5,033;0,31700
2007-04-02;5,35000;5,032;0,31800
2007-04-03;5,35000;5,041;0,30900
2007-04-04;5,35000;5,036;0,31400
2007-04-05;5,35000;5,022;0,32800
2007-04-06;5,35000;5,032;0,31800
2007-04-09;5,35000;5,021;0,32900
2007-04-10;5,35500;5,010;0,34500
2007-04-11;5,35500;5,015;0,34000
2007-04-12;5,35563;5,014;0,34163
2007-04-13;5,35688;5,002;0,35488
2007-04-16;5,35875;4,991;0,36775
2007-04-17;5,35988;4,989;0,37088
2007-04-18;5,35813;4,973;0,38513
2007-04-19;5,35500;4,973;0,38200
2007-04-20;5,35500;4,970;0,38500
2007-04-23;5,35500;4,970;0,38500
2007-04-24;5,35500;4,969;0,38600
2007-04-25;5,35500;4,952;0,40300
2007-04-26;5,35500;4,931;0,42400
2007-04-27;5,35625;4,919;0,43725
2007-04-30;5,35500;4,845;0,51000
2007-05-01;5,35500;4,886;0,46900
2007-05-02;5,35500;4,880;0,47500
2007-05-03;5,35563;4,879;0,47663
2007-05-04;5,35656;4,877;0,47956
2007-05-07;5,35656;4,856;0,50056
2007-05-08;5,35688;4,886;0,47088
2007-05-09;5,35813;4,859;0,49913
2007-05-10;5,36000;4,838;0,52200
2007-05-11;5,36000;4,836;0,52400
2007-05-14;5,36000;4,814;0,54600
2007-05-15;5,36000;4,823;0,53700
2007-05-16;5,36000;4,734;0,62600
2007-05-17;5,36000;4,786;0,57400
2007-05-18;5,36000;4,804;0,55600
2007-05-21;5,36000;4,835;0,52500
2007-05-22;5,36000;4,845;0,51500
2007-05-23;5,36000;4,890;0,47000
2007-05-24;5,36000;4,889;0,47100
2007-05-25;5,36000;4,866;0,49400
2007-05-28;5,36000;4,865;0,49500
2007-05-29;5,36000;4,803;0,55700
2007-05-30;5,36000;4,836;0,52400
2007-05-31;5,36000;4,736;0,62400
2007-06-01;5,36000;4,786;0,57400
2007-06-04;5,36000;4,765;0,59500
2007-06-05;5,36000;4,826;0,53400
2007-06-06;5,36000;4,789;0,57100
2007-06-07;5,36000;4,799;0,56100
2007-06-08;5,36000;4,766;0,59400
2007-06-11;5,36000;4,723;0,63700
2007-06-12;5,36000;4,732;0,62800
2007-06-13;5,36000;4,643;0,71700
2007-06-14;5,36000;4,632;0,72800
2007-06-15;5,36000;4,547;0,81300
2007-06-18;5,36000;4,526;0,83400
2007-06-19;5,36000;4,680;0,68000
2007-06-20;5,36000;4,726;0,63400
2007-06-21;5,36000;4,695;0,66500
2007-06-22;5,36000;4,714;0,64600
2007-06-25;5,36000;4,775;0,58500
2007-06-26;5,36000;4,816;0,54400
2007-06-27;5,36000;4,779;0,58100
2007-06-28;5,36000;4,767;0,59300
2007-06-29;5,36000;4,807;0,55300
2007-07-02;5,36000;4,869;0,49100
2007-07-03;5,36000;4,956;0,40400
2007-07-04;5,36000;4,955;0,40500
2007-07-05;5,36000;4,942;0,41800
2007-07-06;5,36000;4,942;0,41800
2007-07-09;5,36000;4,921;0,43900
2007-07-10;5,36000;4,946;0,41400
2007-07-11;5,36000;4,945;0,41500
2007-07-12;5,36000;4,955;0,40500
2007-07-13;5,36000;4,963;0,39700
2007-07-16;5,36000;4,931;0,42900
2007-07-17;5,36000;4,967;0,39300
2007-07-18;5,36000;4,956;0,40400
2007-07-19;5,36000;4,976;0,38400
2007-07-20;5,36000;4,974;0,38600
2007-07-23;5,36000;4,994;0,36600
2007-07-24;5,36000;5,008;0,35200
2007-07-25;5,36000;4,976;0,38400
2007-07-26;5,36000;4,913;0,44700
2007-07-27;5,35750;4,849;0,50850
2007-07-30;5,35625;4,859;0,49725
2007-07-31;5,35866;4,946;0,41266
2007-08-01;5,35953;4,883;0,47653
2007-08-02;5,36000;4,882;0,47800
2007-08-03;5,36000;4,828;0,53200
2007-08-06;5,35625;4,859;0,49725
2007-08-07;5,36000;4,935;0,42500
2007-08-08;5,38000;4,945;0,43500
2007-08-09;5,50000;4,778;0,72200
2007-08-10;5,57500;4,547;1,02800
2007-08-13;5,55750;4,692;0,86550
2007-08-14;5,53000;4,633;0,89700
2007-08-15;5,52000;4,093;1,42700
2007-08-16;5,51000;3,864;1,64600
2007-08-17;5,50000;3,759;1,74100
2007-08-20;5,49500;3,093;2,40200
2007-08-21;5,49438;3,606;1,88838
2007-08-22;5,49875;3,658;1,84075
2007-08-23;5,50500;3,896;1,60900
2007-08-24;5,50563;4,226;1,27963
2007-08-27;5,50563;4,506;0,99963
2007-08-28;5,51000;4,332;1,17800
2007-08-29;5,54125;4,010;1,53125
2007-08-30;5,58000;3,802;1,77800
2007-08-31;5,62125;4,111;1,51025
2007-09-03;5,66875;4,111;1,55775
2007-09-04;5,69813;4,411;1,28713
2007-09-05;5,72000;4,389;1,33100
2007-09-06;5,72375;4,310;1,41375
2007-09-07;5,72500;4,060;1,66500
2007-09-10;5,70375;4,007;1,69675
2007-09-11;5,70313;4,098;1,60513
2007-09-12;5,70313;3,999;1,70413
2007-09-13;5,69438;4,051;1,64338
2007-09-14;5,64625;3,987;1,65925
2007-09-17;5,59750;4,090;1,50750
2007-09-18;5,58750;4,005;1,58250
2007-09-19;5,23750;3,906;1,33150
2007-09-20;5,21000;3,792;1,41800
2007-09-21;5,20250;3,759;1,44350
2007-09-24;5,20000;3,800;1,40000
2007-09-25;5,20000;3,798;1,40200
2007-09-26;5,19813;3,699;1,49913
2007-09-27;5,23063;3,698;1,53263
2007-09-28;5,22875;3,801;1,42775
2007-10-01;5,23000;3,904;1,32600
2007-10-02;5,24000;3,953;1,28700
2007-10-03;5,24375;3,947;1,29675
2007-10-04;5,24375;3,937;1,30675
2007-10-05;5,24313;3,976;1,26713
2007-10-08;5,25313;3,976;1,27713
2007-10-09;5,24875;4,017;1,23175
2007-10-10;5,24750;4,041;1,20650
2007-10-11;5,24250;4,113;1,12950
2007-10-12;5,22375;4,194;1,02975
2007-10-15;5,21438;4,277;0,93738
2007-10-16;5,20875;4,249;0,95975
2007-10-17;5,19875;3,999;1,19975
2007-10-18;5,18000;3,854;1,32600
2007-10-19;5,15125;3,821;1,33025
2007-10-22;5,09250;3,966;1,12650
2007-10-23;5,08375;3,979;1,10475
2007-10-24;5,06500;3,854;1,21100
2007-10-25;5,01063;3,926;1,08463
2007-10-26;4,98375;3,946;1,03775
2007-10-29;4,96000;3,966;0,99400
2007-10-30;4,91125;3,958;0,95325
2007-10-31;4,89375;3,916;0,97775
2007-11-01;4,87750;3,802;1,07550
2007-11-02;4,86500;3,604;1,26100
2007-11-05;4,87500;3,728;1,14700
2007-11-06;4,89750;3,741;1,15650
2007-11-07;4,89625;3,450;1,44625
2007-11-08;4,88688;3,409;1,47788
2007-11-09;4,87938;3,253;1,62638
2007-11-12;4,87000;3,252;1,61800
2007-11-13;4,86875;3,459;1,40975
2007-11-14;4,87750;3,399;1,47850
2007-11-15;4,90500;3,305;1,60000
2007-11-16;4,94875;3,418;1,53075
2007-11-19;4,98188;3,366;1,61588
2007-11-20;5,00000;3,285;1,71500
2007-11-21;5,01500;3,089;1,92600
2007-11-22;5,03000;3,088;1,94200
2007-11-23;5,04000;3,222;1,81800
2007-11-26;5,05313;3,108;1,94513
2007-11-27;5,06188;3,156;1,90588
2007-11-28;5,08125;3,037;2,04425
2007-11-29;5,12375;2,965;2,15875
2007-11-30;5,13125;3,150;1,98125
2007-12-03;5,14063;2,995;2,14563
2007-12-04;5,15000;3,053;2,09700
2007-12-05;5,15063;3,058;2,09263
2007-12-06;5,14625;3,078;2,06825
2007-12-07;5,14063;3,067;2,07363
2007-12-10;5,13250;3,036;2,09650
2007-12-11;5,11125;2,908;2,20325
2007-12-12;5,05750;2,862;2,19550
2007-12-13;4,99063;2,893;2,09763
2007-12-14;4,96625;2,871;2,09525
2007-12-17;4,94125;2,984;1,95725
2007-12-18;4,92625;3,043;1,88325
2007-12-19;4,91000;2,893;2,01700
2007-12-20;4,88375;2,934;1,94975
2007-12-21;4,85750;2,974;1,88350
2007-12-24;4,84250;3,283;1,55950
2007-12-25;4,84250;3,306;1,53650
2007-12-26;4,84250;3,316;1,52650
2007-12-27;4,83000;3,119;1,71100
2007-12-28;4,72875;3,150;1,57875
2007-12-31;4,70250;3,242;1,46050
2008-01-01;4,70250;3,332;1,37050
2008-01-02;4,68063;3,254;1,42663
2008-01-03;4,64625;3,223;1,42325
2008-01-04;4,62000;3,191;1,42900
2008-01-07;4,54313;3,242;1,30113
2008-01-08;4,50500;3,218;1,28700
2008-01-09;4,44250;3,233;1,20950
2008-01-10;4,37688;3,212;1,16488
2008-01-11;4,25750;3,098;1,15950
2008-01-14;4,05500;3,160;0,89500
2008-01-15;3,99750;3,156;0,84150
2008-01-16;3,95125;3,130;0,82125
2008-01-17;3,92625;2,996;0,93025
2008-01-18;3,89375;2,850;1,04375
2008-01-21;3,84750;2,850;0,99750
2008-01-22;3,71750;2,274;1,44350
2008-01-23;3,33125;2,208;1,12325
2008-01-24;3,24375;2,367;0,87675
2008-01-25;3,30625;2,254;1,05225
2008-01-28;3,25125;2,254;0,99725
2008-01-29;3,24375;2,290;0,95375
2008-01-30;3,23938;2,152;1,08738
2008-01-31;3,11188;1,946;1,16588
2008-02-01;3,09500;2,089;1,00600
2008-02-04;3,14500;2,223;0,92200
2008-02-05;3,16188;2,167;0,99488
2008-02-06;3,12750;2,090;1,03750
2008-02-07;3,09625;2,193;0,90325
2008-02-08;3,08813;2,223;0,86513
2008-02-11;3,07000;2,254;0,81600
2008-02-12;3,06750;2,290;0,77750
2008-02-13;3,06500;2,265;0,80000
2008-02-14;3,06500;2,285;0,78000
2008-02-15;3,07000;2,192;0,87800
2008-02-18;3,07000;2,192;0,87800
2008-02-19;3,07000;2,223;0,84700
2008-02-20;3,07813;2,229;0,84913
2008-02-21;3,09250;2,193;0,89950
2008-02-22;3,08000;2,192;0,88800
2008-02-25;3,08938;2,182;0,90738
2008-02-26;3,09000;2,105;0,98500
2008-02-27;3,08500;1,967;1,11800
2008-02-28;3,07563;1,905;1,17063
2008-02-29;3,05750;1,843;1,21450
2008-03-03;3,01438;1,648;1,36638
2008-03-04;3,00813;1,654;1,35413
2008-03-05;3,00000;1,495;1,50500
2008-03-06;2,99000;1,362;1,62800
2008-03-07;2,93875;1,444;1,49475
2008-03-10;2,90125;1,331;1,57025
2008-03-11;2,86750;1,480;1,38750
2008-03-12;2,85000;1,413;1,43700
2008-03-13;2,80000;1,362;1,43800
2008-03-14;2,76375;1,167;1,59675
2008-03-17;2,57875;1,004;1,57475
2008-03-18;2,54188;0,886;1,65588
2008-03-19;2,59875;0,565;2,03375
2008-03-20;2,60625;0,575;2,03125
2008-03-21;2,60625;0,575;2,03125
2008-03-24;2,60625;1,075;1,53125
2008-03-25;2,65500;1,285;1,37000
2008-03-26;2,67125;1,270;1,40125
2008-03-27;2,69625;1,270;1,42625
2008-03-28;2,69750;1,372;1,32550
2008-03-31;2,68813;1,321;1,36713
2008-04-01;2,68375;1,398;1,28575
2008-04-02;2,70000;1,372;1,32800
2008-04-03;2,72750;1,393;1,33450
2008-04-04;2,72750;1,372;1,35550
2008-04-07;2,71000;1,392;1,31800
2008-04-08;2,71000;1,377;1,33300
2008-04-09;2,71563;1,300;1,41563
2008-04-10;2,71000;1,239;1,47100
2008-04-11;2,71313;1,188;1,52513
2008-04-14;2,70875;1,075;1,63375
2008-04-15;2,71594;1,142;1,57394
2008-04-16;2,73375;1,127;1,60675
2008-04-17;2,81750;1,280;1,53750
2008-04-18;2,90750;1,351;1,55650
2008-04-21;2,92000;1,300;1,62000
2008-04-22;2,92000;1,275;1,64500
2008-04-23;2,92000;1,219;1,70100
2008-04-24;2,90688;1,249;1,65788
2008-04-25;2,91250;1,362;1,55050
2008-04-28;2,89938;1,372;1,52738
2008-04-29;2,87281;1,469;1,40381
2008-04-30;2,85000;1,382;1,46800
2008-05-01;2,78438;1,403;1,38138
2008-05-02;2,77000;1,505;1,26500
2008-05-05;2,77000;1,597;1,17300
2008-05-06;2,75750;1,633;1,12450
2008-05-07;2,73438;1,669;1,06538
2008-05-08;2,71563;1,659;1,05663
2008-05-09;2,68500;1,689;0,99600
2008-05-12;2,67813;1,792;0,88613
2008-05-13;2,67563;1,828;0,84763
2008-05-14;2,72000;1,823;0,89700
2008-05-15;2,71875;1,833;0,88575
2008-05-16;2,69500;1,843;0,85200
2008-05-19;2,67750;1,853;0,82450
2008-05-20;2,65750;1,864;0,79350
2008-05-21;2,63813;1,864;0,77413
2008-05-22;2,63813;1,864;0,77413
2008-05-23;2,64563;1,853;0,79263
2008-05-26;2,64563;1,853;0,79263
2008-05-27;2,64438;1,894;0,75038
2008-05-28;2,64938;1,885;0,76438
2008-05-29;2,68188;1,905;0,77688
2008-05-30;2,68063;1,884;0,79663
2008-06-02;2,67625;1,833;0,84325
2008-06-03;2,67313;1,849;0,82413
2008-06-04;2,67188;1,849;0,82288
2008-06-05;2,67688;1,849;0,82788
2008-06-06;2,69563;1,838;0,85763
2008-06-09;2,69125;1,889;0,80225
2008-06-10;2,78625;2,013;0,77325
2008-06-11;2,78813;1,941;0,84713
2008-06-12;2,77625;1,992;0,78425
2008-06-13;2,81375;1,971;0,84275
2008-06-16;2,81250;1,951;0,86150
2008-06-17;2,80875;1,982;0,82675
2008-06-18;2,80250;1,920;0,88250
2008-06-19;2,80125;1,910;0,89125
2008-06-20;2,80188;1,859;0,94288
2008-06-23;2,80438;1,889;0,91538
2008-06-24;2,80938;1,839;0,97038
2008-06-25;2,80813;1,798;1,01013
2008-06-26;2,80063;1,716;1,08463
2008-06-27;2,79125;1,664;1,12725
2008-06-30;2,78313;1,736;1,04713
2008-07-01;2,78750;1,869;0,91850
2008-07-02;2,79125;1,818;0,97325
2008-07-03;2,79125;1,848;0,94325
2008-07-04;2,78938;1,838;0,95138
2008-07-07;2,79125;1,817;0,97425
2008-07-08;2,79000;1,859;0,93100
2008-07-09;2,79188;1,798;0,99388
2008-07-10;2,78813;1,665;1,12313
2008-07-11;2,79063;1,583;1,20763
2008-07-14;2,79063;1,460;1,33063
2008-07-15;2,78938;1,338;1,45138
2008-07-16;2,78500;1,358;1,42700
2008-07-17;2,78625;1,399;1,38725
2008-07-18;2,79063;1,460;1,33063
2008-07-21;2,79938;1,429;1,37038
2008-07-22;2,79625;1,542;1,25425
2008-07-23;2,80000;1,552;1,24800
2008-07-24;2,79500;1,644;1,15100
2008-07-25;2,79313;1,726;1,06713
2008-07-28;2,79625;1,695;1,10125
2008-07-29;2,79875;1,716;1,08275
2008-07-30;2,80063;1,685;1,11563
2008-07-31;2,79125;1,665;1,12625
2008-08-01;2,79438;1,664;1,13038
2008-08-04;2,79813;1,695;1,10313
2008-08-05;2,80188;1,736;1,06588
2008-08-06;2,80250;1,644;1,15850
